レースID,年月日,レースNo,レース名,クラス,種別,距離,天候,状態,発走,競馬場,条件,
201909050206,2019年12月1日,6,2歳新馬,,ダ右,1400,晴,良,12:55,5回阪神2日目,2歳新馬(混)[指](馬齢),
201909050207,2019年12月1日,7,2歳未勝利,,芝右 外,1600,晴,良,13:25,5回阪神2日目,2歳未勝利(混)[指](馬齢),
201909050208,2019年12月1日,8,3歳以上1勝クラス,,ダ右,1800,晴,良,13:55,5回阪神2日目,3歳以上1勝クラス[指](定量),
201909050209,2019年12月1日,9,万両賞 ,,芝右,1400,晴,良,14:30,5回阪神2日目,2歳500万下(混)(特指)(馬齢),
201909050210,2019年12月1日,10,猪名川特別 ,,芝右,1400,晴,良,15:05,5回阪神2日目,3歳以上1000万下(混)[指](定量),
201909050211,2019年12月1日,11,逆瀬川ステークス ,,芝右 外,1800,晴,良,15:45,5回阪神2日目,3歳以上1600万下(混)[指](ハンデ),
201909050212,2019年12月1日,12,3歳以上2勝クラス,,ダ右,1200,晴,良,16:20,5回阪神2日目,3歳以上2勝クラス(混)[指](定量),
201909050301,2019年12月7日,1,2歳未勝利,,ダ右,1200,曇,良,10:10,5回阪神3日目,2歳未勝利[指](馬齢),
201909050302,2019年12月7日,2,2歳未勝利,,ダ右,1800,曇,良,10:40,5回阪神3日目,2歳未勝利[指](馬齢),
201909050303,2019年12月7日,3,2歳未勝利,,ダ右,1400,曇,良,11:10,5回阪神3日目,2歳未勝利[指](馬齢),
201909050304,2019年12月7日,4,2歳未勝利,,芝右 外,1600,曇,良,11:40,5回阪神3日目,2歳未勝利牝[指](馬齢),
201909050305,2019年12月7日,5,2歳新馬,,芝右,1400,曇,良,12:30,5回阪神3日目,2歳新馬牝[指](馬齢),
201909050306,2019年12月7日,6,2歳新馬,,ダ右,1800,曇,良,13:05,5回阪神3日目,2歳新馬(混)[指](馬齢),
201909050307,2019年12月7日,7,2歳未勝利,,芝右 外,1800,曇,良,13:35,5回阪神3日目,2歳未勝利(混)[指](馬齢),
201909050308,2019年12月7日,8,3歳以上2勝クラス,,ダ右,2000,曇,良,14:05,5回阪神3日目,3歳以上2勝クラス(混)[指](定量),
201909050309,2019年12月7日,9,エリカ賞 ,,芝右,2000,曇,良,14:35,5回阪神3日目,2歳500万下(混)(特指)(馬齢),
201909050310,2019年12月7日,10,境港特別 ,,芝右,2200,曇,良,15:10,5回阪神3日目,3歳以上1000万下(混)[指](ハンデ),
201909050311,2019年12月7日,11,リゲルステークス,L,芝右 外,1600,曇,良,15:45,5回阪神3日目,3歳以上オープン(国際)(特指)(別定),
201909050312,2019年12月7日,12,3歳以上1勝クラス,,ダ右,1400,曇,良,16:20,5回阪神3日目,3歳以上1勝クラス[指](定量),
201909050401,2019年12月8日,1,2歳未勝利,,ダ右,1400,曇,良,10:05,5回阪神4日目,2歳未勝利[指](馬齢),
201909050402,2019年12月8日,2,2歳未勝利,,ダ右,1800,曇,良,10:35,5回阪神4日目,2歳未勝利(混)[指](馬齢),
201909050403,2019年12月8日,3,2歳未勝利,,芝右,1400,晴,良,11:05,5回阪神4日目,2歳未勝利(混)[指](馬齢),
201909050404,2019年12月8日,4,2歳新馬,,芝右,1200,晴,良,11:35,5回阪神4日目,2歳新馬(混)[指](馬齢),
201909050405,2019年12月8日,5,2歳新馬,,芝右 外,1800,晴,良,12:25,5回阪神4日目,2歳新馬(混)[指](馬齢),
201909050406,2019年12月8日,6,2歳1勝クラス,,ダ右,1200,晴,良,12:55,5回阪神4日目,2歳1勝クラス(混)(特指)(馬齢),
201909050407,2019年12月8日,7,3歳以上1勝クラス,,ダ右,1800,曇,良,13:25,5回阪神4日目,3歳以上1勝クラス牝[指](定量),
201909050408,2019年12月8日,8,3歳以上2勝クラス,,芝右 外,1600,曇,良,13:55,5回阪神4日目,3歳以上2勝クラス(混)[指](定量),
201909050409,2019年12月8日,9,オリオンステークス ,,芝右 外,2400,曇,良,14:25,5回阪神4日目,3歳以上1600万下(混)[指](ハンデ),
201909050410,2019年12月8日,10,堺ステークス ,,ダ右,1800,小雨,良,15:01,5回阪神4日目,3歳以上1600万下(混)(特指)(定量),
201909050411,2019年12月8日,11,第71回阪神ジュベナイルF,G1,芝右 外,1600,曇,良,15:40,5回阪神4日目,2歳オープン(国際),
201909050412,2019年12月8日,12,妙見山特別 ,,ダ右,1400,小雨,良,16:20,5回阪神4日目,3歳以上1000万下(混)(特指)(定量),
201909050501,2019年12月14日,1,2歳未勝利,,ダ右,1400,晴,良,10:10,5回阪神5日目,2歳未勝利牝[指](馬齢),
201909050502,2019年12月14日,2,2歳未勝利,,ダ右,1800,晴,良,10:40,5回阪神5日目,2歳未勝利[指](馬齢),
201909050503,2019年12月14日,3,2歳未勝利,,ダ右,1400,晴,良,11:10,5回阪神5日目,2歳未勝利[指](馬齢),
201909050504,2019年12月14日,4,2歳未勝利,,芝右,2000,晴,良,11:40,5回阪神5日目,2歳未勝利(混)[指](馬齢),
201909050505,2019年12月14日,5,2歳新馬,,芝右 外,1600,晴,良,12:30,5回阪神5日目,2歳新馬(混)[指](馬齢),
201909050506,2019年12月14日,6,2歳新馬,,ダ右,1200,晴,良,13:05,5回阪神5日目,2歳新馬(混)[指](馬齢),
201909050507,2019年12月14日,7,3歳以上1勝クラス,,芝右 外,1800,晴,良,13:35,5回阪神5日目,3歳以上1勝クラス(混)[指](定量),
201909050508,2019年12月14日,8,3歳以上2勝クラス,,ダ右,1800,晴,良,14:05,5回阪神5日目,3歳以上2勝クラス(混)[指](定量),
201909050509,2019年12月14日,9,さざんか賞 ,,芝右,1200,晴,良,14:35,5回阪神5日目,2歳500万下(混)(特指)(馬齢),
201909050510,2019年12月14日,10,蛍池特別 ,,芝右,2000,晴,良,15:10,5回阪神5日目,3歳以上1000万下牝[指](定量),
201909050511,2019年12月14日,11,タンザナイトS ,,芝右,1200,小雨,良,15:45,5回阪神5日目,3歳以上オープン(国際)(特指)(ハンデ),
201909050512,2019年12月14日,12,3歳以上1勝クラス,,ダ右,1200,曇,良,16:20,5回阪神5日目,3歳以上1勝クラス[指](定量),
201909050601,2019年12月15日,1,2歳未勝利,,ダ右,1200,晴,良,10:05,5回阪神6日目,2歳未勝利[指](馬齢),
201909050602,2019年12月15日,2,2歳未勝利,,ダ右,1800,晴,良,10:35,5回阪神6日目,2歳未勝利[指](馬齢),
201909050603,2019年12月15日,3,2歳未勝利,,芝右 外,1600,晴,良,11:10,5回阪神6日目,2歳未勝利(混)[指](馬齢),
201909050604,2019年12月15日,4,2歳未勝利,,芝右 外,1800,晴,良,11:35,5回阪神6日目,2歳未勝利[指](馬齢),
201909050605,2019年12月15日,5,2歳新馬,,芝右,2000,晴,良,12:25,5回阪神6日目,2歳新馬[指](馬齢),
201909050606,2019年12月15日,6,2歳新馬,,ダ右,1400,晴,良,12:55,5回阪神6日目,2歳新馬牝[指](馬齢),
201909050607,2019年12月15日,7,2歳1勝クラス,,ダ右,1800,晴,良,13:25,5回阪神6日目,2歳1勝クラス(混)(特指)(馬齢),
201909050608,2019年12月15日,8,3歳以上1勝クラス,,ダ右,1800,晴,良,13:55,5回阪神6日目,3歳以上1勝クラス[指](定量),
201909050609,2019年12月15日,9,北摂特別 ,,芝右,1200,晴,良,14:25,5回阪神6日目,3歳以上1000万下(混)(特指)(定量),
201909050610,2019年12月15日,10,元町ステークス ,,芝右 外,1600,晴,良,15:01,5回阪神6日目,3歳以上1600万下(混)(特指)(定量),
201909050611,2019年12月15日,11,第71回朝日フューチュリティ,G1,芝右 外,1600,晴,良,15:40,5回阪神6日目,2歳オープン(国際),
201909050612,2019年12月15日,12,高砂特別 ,,ダ右,1200,晴,良,16:25,5回阪神6日目,3歳以上1000万下(混)[指](定量),
201909050701,2019年12月21日,1,2歳未勝利,,ダ右,1800,晴,稍重,10:01,5回阪神7日目,2歳未勝利牝[指](馬齢),
201909050702,2019年12月21日,2,2歳未勝利,,ダ右,1200,晴,稍重,10:30,5回阪神7日目,2歳未勝利(混)[指](馬齢),
201909050703,2019年12月21日,3,2歳未勝利,,ダ右,1800,晴,稍重,11:00,5回阪神7日目,2歳未勝利(混)[指](馬齢),
201909050704,2019年12月21日,4,2歳未勝利,,芝右 外,1600,晴,良,11:30,5回阪神7日目,2歳未勝利[指](馬齢),
201909050705,2019年12月21日,5,2歳新馬,,芝右 外,1800,曇,良,12:20,5回阪神7日目,2歳新馬[指](馬齢),
201909050706,2019年12月21日,6,2歳新馬,,ダ右,1800,曇,稍重,12:50,5回阪神7日目,2歳新馬(混)[指](馬齢),
201909050707,2019年12月21日,7,3歳以上1勝クラス,,芝右 外,2600,曇,良,13:20,5回阪神7日目,3歳以上1勝クラス[指](定量),
201909050708,2019年12月21日,8,3歳以上1勝クラス,,ダ右,1400,曇,稍重,13:55,5回阪神7日目,3歳以上1勝クラス(混)[指](定量),
201909050709,2019年12月21日,9,江坂特別 ,,芝右 外,2400,曇,良,14:31,5回阪神7日目,3歳以上1000万下(混)(特指)(定量),
201909050710,2019年12月21日,10,摩耶ステークス ,,ダ右,1800,曇,稍重,15:05,5回阪神7日目,3歳以上1600万下(混)[指](ハンデ),
201909050711,2019年12月21日,11,第14回阪神カップ,G2,芝右,1400,曇,良,15:45,5回阪神7日目,3歳以上オープン(国際)(特指)(定量),
201909050712,2019年12月21日,12,3歳以上2勝クラス,,ダ右,1400,曇,稍重,16:20,5回阪神7日目,3歳以上2勝クラス[指](定量),
201909050801,2019年12月22日,1,2歳未勝利,,ダ右,1400,曇,良,09:50,5回阪神8日目,2歳未勝利[指](馬齢),
201909050802,2019年12月22日,2,2歳未勝利,,ダ右,1800,曇,良,10:20,5回阪神8日目,2歳未勝利[指](馬齢),
201909050803,2019年12月22日,3,2歳未勝利,,芝右,1200,曇,良,10:50,5回阪神8日目,2歳未勝利(混)[指](馬齢),
201909050804,2019年12月22日,4,2歳未勝利,,芝右,2000,曇,良,11:20,5回阪神8日目,2歳未勝利(混)[指](馬齢),
201909050805,2019年12月22日,5,障害3歳以上未勝利,,障芝 ダート,2970,曇,良,11:50,5回阪神8日目,障害3歳以上未勝利(混)(定量),
201909050806,2019年12月22日,6,2歳新馬,,芝右,1400,曇,良,12:40,5回阪神8日目,2歳新馬(混)[指](馬齢),
201909050807,2019年12月22日,7,3歳以上1勝クラス,,ダ右,2000,曇,良,13:10,5回阪神8日目,3歳以上1勝クラス(混)[指](定量),
201909050808,2019年12月22日,8,3歳以上2勝クラス,,ダ右,1800,曇,良,13:45,5回阪神8日目,3歳以上2勝クラス(混)[指](定量),
201909050809,2019年12月22日,9,千両賞 ,,芝右 外,1600,曇,良,14:20,5回阪神8日目,2歳500万下(混)(特指)(馬齢),
201909050810,2019年12月22日,10,クリスマスキャロル賞 ,,芝右 外,1600,雨,良,15:01,5回阪神8日目,3歳以上1000万下(混)[指](ハンデ),
201909050811,2019年12月22日,11,サンタクロースS ,,芝右,2000,雨,稍重,15:51,5回阪神8日目,3歳以上1600万下(混)(特指)(定量),
201909050812,2019年12月22日,12,ギャラクシーS ,,ダ右,1400,雨,稍重,16:25,5回阪神8日目,3歳以上オープン(国際)(特指)(別定),
201909050901,2019年12月28日,1,2歳未勝利,,ダ右,1800,晴,稍重,10:05,5回阪神9日目,2歳未勝利[指](馬齢),
201909050902,2019年12月28日,2,2歳未勝利,,ダ右,1400,晴,稍重,10:35,5回阪神9日目,2歳未勝利(混)[指](馬齢),
201909050903,2019年12月28日,3,2歳未勝利,,芝右 外,1800,晴,良,11:05,5回阪神9日目,2歳未勝利(混)[指](馬齢),
201909050904,2019年12月28日,4,2歳新馬,,ダ右,1400,晴,稍重,11:35,5回阪神9日目,2歳新馬(混)[指](馬齢),
201909050905,2019年12月28日,5,2歳新馬,,芝右,2000,晴,良,12:25,5回阪神9日目,2歳新馬(混)[指](馬齢),
201909050906,2019年12月28日,6,2歳1勝クラス,,芝右 外,1800,晴,良,12:55,5回阪神9日目,2歳1勝クラス(混)(特指)(馬齢),
201909050907,2019年12月28日,7,3歳以上1勝クラス,,ダ右,1800,晴,稍重,13:25,5回阪神9日目,3歳以上1勝クラス[指](定量),
201909050908,2019年12月28日,8,3歳以上1勝クラス,,芝右 外,1600,晴,良,14:01,5回阪神9日目,3歳以上1勝クラス(混)[指](定量),
201909050909,2019年12月28日,9,春待月賞 ,,ダ右,1400,晴,稍重,14:31,5回阪神9日目,3歳以上1000万下(混)[指](定量),
201909050910,2019年12月28日,10,フォーチュンカップ ,,芝右,2000,晴,良,15:05,5回阪神9日目,3歳以上1000万下(混)[指](ハンデ),
201909050911,2019年12月28日,11,ベテルギウスS,L,ダ右,1800,曇,稍重,15:45,5回阪神9日目,3歳以上オープン(国際)(特指)(別定),
201909050912,2019年12月28日,12,2019ファイナルS ,,芝右,1200,曇,良,16:25,5回阪神9日目,3歳以上1600万下(混)(特指)(定量),
201910010411,2019年2月17日,11,第53回小倉大賞典,G3,芝右,1800,晴,良,15:20,1回小倉4日目,4歳以上オープン(国際)(ハンデ),
201910020108,2019年7月27日,8,第21回小倉サマージャンプ,J.G3,障芝,3390,曇,良,13:50,2回小倉1日目,障害3歳以上オープン(混)(別定),
201910020411,2019年8月4日,11,第55回小倉記念,G3,芝右,2000,晴,良,15:35,2回小倉4日目,3歳以上オープン(国際)(特指)(ハンデ),
201910020811,2019年8月18日,11,第54回TV西日本北九州記念,G3,芝右,1200,曇,良,15:25,2回小倉8日目,3歳以上オープン(国際)(特指)(ハンデ),
201910021211,2019年9月1日,11,第39回小倉2歳ステークス,G3,芝右,1200,曇,重,15:35,2回小倉12日目,2歳オープン(国際)(特指)(馬齢),
202006010101,2020年1月5日,1,3歳未勝利,,ダ右,1200,晴,良,09:55,1回中山1日目,3歳未勝利牝[指](馬齢),
202006010102,2020年1月5日,2,3歳未勝利,,ダ右,1800,晴,良,10:25,1回中山1日目,3歳未勝利[指](馬齢),
202006010103,2020年1月5日,3,3歳未勝利,,ダ右,1200,晴,良,10:55,1回中山1日目,3歳未勝利(混)[指](馬齢),
202006010104,2020年1月5日,4,3歳新馬,,ダ右,1800,晴,良,11:25,1回中山1日目,3歳新馬(混)[指](馬齢),
202006010105,2020年1月5日,5,3歳1勝クラス,,芝右,2000,晴,良,12:15,1回中山1日目,3歳1勝クラス(混)(特指)(馬齢),
202006010106,2020年1月5日,6,4歳以上1勝クラス,,ダ右,1800,晴,良,12:45,1回中山1日目,4歳以上1勝クラス(混)[指](定量),
202006010107,2020年1月5日,7,4歳以上1勝クラス,,芝右,2000,晴,良,13:15,1回中山1日目,4歳以上1勝クラス(混)[指](定量),
202006010108,2020年1月5日,8,4歳以上2勝クラス,,ダ右,1200,晴,良,13:55,1回中山1日目,4歳以上2勝クラス(混)[指](定量),
202006010109,2020年1月5日,9,招福ステークス ,,ダ右,1800,晴,良,14:25,1回中山1日目,4歳以上1600万下(混)[指](ハンデ),
202006010110,2020年1月5日,10,サンライズステークス ,,芝右 外,1200,晴,良,15:01,1回中山1日目,4歳以上1600万下(混)(特指)(定量),
202006010111,2020年1月5日,11,第69回日刊スポ賞中山金杯,G3,芝右,2000,晴,良,15:35,1回中山1日目,4歳以上オープン(国際)(特指)(ハンデ),
202006010112,2020年1月5日,12,4歳以上2勝クラス,,芝右 外,1200,晴,良,16:10,1回中山1日目,4歳以上2勝クラス(混)[指](定量),
202006010201,2020年1月6日,1,3歳未勝利,,ダ右,1200,晴,良,09:55,1回中山2日目,3歳未勝利[指](馬齢),
202006010202,2020年1月6日,2,3歳未勝利,,ダ右,1800,晴,良,10:25,1回中山2日目,3歳未勝利[指](馬齢),
202006010203,2020年1月6日,3,3歳未勝利,,ダ右,1800,晴,良,10:55,1回中山2日目,3歳未勝利(混)[指](馬齢),
202006010204,2020年1月6日,4,3歳新馬,,ダ右,1200,晴,良,11:25,1回中山2日目,3歳新馬(混)[指](馬齢),
202006010205,2020年1月6日,5,3歳未勝利,,芝右,2000,晴,良,12:15,1回中山2日目,3歳未勝利(混)[指](馬齢),
202006010206,2020年1月6日,6,3歳新馬,,ダ右,1800,晴,良,12:45,1回中山2日目,3歳新馬牝[指](馬齢),
202006010207,2020年1月6日,7,4歳以上1勝クラス,,ダ右,2400,晴,良,13:15,1回中山2日目,4歳以上1勝クラス[指](定量),
202006010208,2020年1月6日,8,4歳以上1勝クラス,,ダ右,1200,晴,良,13:50,1回中山2日目,4歳以上1勝クラス(混)[指](定量),
202006010209,2020年1月6日,9,初茜賞 ,,ダ右,1800,晴,良,14:25,1回中山2日目,4歳以上1000万下(混)[指](定量),
202006010210,2020年1月6日,10,ジュニアカップ,L,芝右 外,1600,晴,良,15:01,1回中山2日目,3歳オープン(国際)(特指)(別定),
202006010211,2020年1月6日,11,カーバンクルS ,,芝右 外,1200,晴,良,15:35,1回中山2日目,4歳以上オープン(国際)(特指)(別定),
202006010212,2020年1月6日,12,4歳以上2勝クラス,,芝右,2000,晴,良,16:10,1回中山2日目,4歳以上2勝クラス(混)(特指)(定量),
202006010301,2020年1月11日,1,3歳未勝利,,ダ右,1200,曇,良,09:55,1回中山3日目,3歳未勝利牝[指](馬齢),
202006010302,2020年1月11日,2,3歳未勝利,,ダ右,1800,曇,良,10:25,1回中山3日目,3歳未勝利[指](馬齢),
202006010303,2020年1月11日,3,3歳未勝利,,ダ右,1200,曇,良,10:55,1回中山3日目,3歳未勝利[指](馬齢),
202006010304,2020年1月11日,4,3歳新馬,,ダ右,1800,曇,良,11:25,1回中山3日目,3歳新馬[指](馬齢),
202006010305,2020年1月11日,5,3歳未勝利,,芝右 外,2200,曇,良,12:15,1回中山3日目,3歳未勝利(混)[指](馬齢),
202006010306,2020年1月11日,6,4歳以上1勝クラス,,ダ右,1800,曇,良,12:45,1回中山3日目,4歳以上1勝クラス牝[指](定量),
202006010307,2020年1月11日,7,4歳以上1勝クラス,,ダ右,1800,曇,良,13:15,1回中山3日目,4歳以上1勝クラス[指](定量),
202006010308,2020年1月11日,8,中山新春ジャンプS ,,障芝 ダート,3200,晴,良,13:50,1回中山3日目,障害4歳以上オープン(混)(別定),
202006010309,2020年1月11日,9,朱竹賞 ,,芝右 外,1200,晴,良,14:25,1回中山3日目,3歳500万下(混)(特指)(馬齢),
202006010310,2020年1月11日,10,頌春賞 ,,ダ右,1200,晴,良,15:01,1回中山3日目,4歳以上1000万下[指](定量),
202006010311,2020年1月11日,11,迎春ステークス ,,芝右 外,2200,晴,良,15:35,1回中山3日目,4歳以上1600万下(混)(特指)(定量),
202006010312,2020年1月11日,12,4歳以上1勝クラス,,芝右 外,1600,晴,良,16:10,1回中山3日目,4歳以上1勝クラス(混)[指](定量),
202006010401,2020年1月12日,1,3歳未勝利,,ダ右,1200,曇,良,09:55,1回中山4日目,3歳未勝利(混)[指](馬齢),
202006010402,2020年1月12日,2,3歳未勝利,,ダ右,1800,曇,良,10:25,1回中山4日目,3歳未勝利牝[指](馬齢),
202006010403,2020年1月12日,3,3歳未勝利,,ダ右,1800,曇,良,11:00,1回中山4日目,3歳未勝利[指](馬齢),
