レースID,年月日,レースNo,レース名,クラス,種別,距離,天候,状態,発走,競馬場,条件,
200510010611,2005年2月6日,11,第39回小倉大賞典,G3,芝右,1800,曇,良,15:30,1回小倉6日目,4歳以上オープン(混)(ハンデ),
200510020210,2005年7月17日,10,第40回TV西日本北九州記念,G3,芝右,1800,晴,良,15:35,2回小倉2日目,3歳以上オープン(混)(特指)(別定),
200510020409,2005年7月24日,9,第7回小倉サマージャンプ,J.G3,障芝,3390,晴,良,15:00,2回小倉4日目,障害3歳以上オープン(混)(ハンデ),
200510030210,2005年8月14日,10,第41回小倉記念,G3,芝右,2000,晴,良,15:35,3回小倉2日目,3歳以上オープン(混)(特指)(ハンデ),
200510030810,2005年9月4日,10,第25回小倉2歳ステークス,G3,芝右,1200,小雨,良,15:35,3回小倉8日目,2歳オープン(混)(特指)(馬齢),
200601010209,2006年8月13日,9,第54回クイーンステークス,G3,芝右,1800,晴,良,15:25,1回札幌2日目,3歳以上オープン(混),
200601010409,2006年8月20日,9,第42回札幌記念,G2,芝右,2000,晴,良,15:25,1回札幌4日目,3歳以上オープン(混)(特指)(定量),
200601010609,2006年8月27日,9,第1回キーンランドカップ,G3,芝右,1200,晴,良,15:25,1回札幌6日目,3歳以上オープン(混)(指)(別定),
200601020411,2006年9月18日,11,第11回エルムステークス,G3,ダ右,1700,雨,良,15:35,2回札幌4日目,3歳以上オープン(混)(指)(別定),
200601020711,2006年9月30日,11,第41回札幌2歳ステークス,G3,芝右,1800,曇,良,15:30,2回札幌7日目,2歳オープン(混)(特指)(馬齢),
200602010611,2006年7月2日,11,第13回函館スプリントS,G3,芝右,1200,曇,良,15:25,1回函館6日目,3歳以上オープン(混)(特指)(別定),
200602020409,2006年7月23日,9,第42回函館記念,G3,芝右,2000,曇,稍重,15:25,2回函館4日目,3歳以上オープン(混)(特指)(ハンデ),
200602020809,2006年8月6日,9,第38回函館2歳ステークス,G3,芝右,1200,晴,良,15:25,2回函館8日目,2歳オープン(混)(特指)(馬齢),
200603010711,2006年4月22日,11,第3回福島牝馬ステークス,G3,芝右,1800,晴,良,15:30,1回福島7日目,4歳以上オープン(混),
200603020611,2006年7月2日,11,第55回ラジオNIKKEI賞,G3,芝右,1800,曇,重,15:35,2回福島6日目,3歳オープン(混)(特指)(ハンデ),
200603020811,2006年7月9日,11,第42回七夕賞,G3,芝右,2000,曇,良,15:35,2回福島8日目,3歳以上オープン(国際)(特指)(ハンデ),
200603030711,2006年11月11日,11,第42回福島記念,G3,芝右,2000,雨,重,15:20,3回福島7日目,3歳以上オープン(国際)(特指)(ハンデ),
200604010311,2006年5月6日,11,第28回新潟大賞典,G3,芝左 外,2000,晴,良,15:30,1回新潟3日目,4歳以上オープン(国際)(ハンデ),
200604020211,2006年7月16日,11,第6回アイビスサマーD,G3,芝直線,1000,雨,良,15:45,2回新潟2日目,3歳以上オープン(国際)(特指)(別定),
200604020811,2006年8月6日,11,第41回関屋記念,G3,芝左 外,1600,晴,良,15:45,2回新潟8日目,3歳以上オープン(国際)(特指)(別定),
200604030310,2006年8月19日,10,第8回新潟ジャンプS,J.G3,障芝 外-内,3250,晴,良,15:10,3回新潟3日目,障害3歳以上オープン(混)(ハンデ),
200604030611,2006年8月27日,11,第42回新潟記念,G3,芝左 外,2000,晴,良,15:45,3回新潟6日目,3歳以上オープン(国際)(特指)(ハンデ),
200604030811,2006年9月3日,11,第26回新潟2歳ステークス,G3,芝左 外,1600,晴,良,15:45,3回新潟8日目,2歳オープン(混)(特指)(馬齢),
200605010111,2006年1月28日,11,第56回東京新聞杯,G3,芝左,1600,晴,良,15:40,1回東京1日目,4歳以上オープン(国際)[指](別定),
200605010211,2006年1月29日,11,第20回根岸ステークス,G3,ダ左,1400,晴,良,15:35,1回東京2日目,4歳以上オープン(国際)(指)(別定),
200605010411,2006年2月5日,11,第40回共同通信杯,G3,芝左,1800,晴,良,15:35,1回東京4日目,3歳オープン(混)(特指)(別定),
200605010611,2006年2月12日,11,第56回ダイヤモンドS,G3,芝左,3400,晴,良,15:35,1回東京6日目,4歳以上オープン(国際)[指](ハンデ),
200605010711,2006年2月18日,11,第41回デイリー杯クイーンC,G3,芝左,1600,晴,良,15:40,1回東京7日目,3歳オープン(混),
200605010811,2006年2月19日,11,第23回フェブラリーS,G1,ダ左,1600,曇,良,15:40,1回東京8日目,4歳以上オープン(混)(指)(定量),
200605020211,2006年4月23日,11,第41回サンスポ賞フローラS,G2,芝左,2000,曇,良,15:35,2回東京2日目,3歳オープン(混),
200605020311,2006年4月29日,11,第13回テレビ東京杯青葉賞,G2,芝左,2400,曇,良,15:40,2回東京3日目,3歳オープン(混)(指)(馬齢),
200605020611,2006年5月7日,11,第11回NHKマイルカップ,G1,芝左,1600,雨,良,15:40,2回東京6日目,3歳オープン(混),
200605020711,2006年5月13日,11,第51回京王杯スプリングC,G2,芝左,1400,雨,稍重,15:40,2回東京7日目,4歳以上オープン(国際)(指)(別定),
200605020811,2006年5月14日,11,第1回ヴィクトリアマイル,G1,芝左,1600,曇,稍重,15:40,2回東京8日目,4歳以上オープン(国際),
200605030211,2006年5月21日,11,第67回優駿牝馬,G1,芝左,2400,晴,良,15:40,3回東京2日目,3歳オープン牝(指)(定量),
200605030410,2006年5月28日,10,第73回東京優駿,G1,芝左,2400,晴,稍重,15:40,3回東京4日目,3歳オープン牡・牝(指)(定量),
200605030412,2006年5月28日,12,第120回目黒記念,G2,芝左,2500,晴,稍重,17:00,3回東京4日目,3歳以上オープン(国際)[指](ハンデ),
200605030511,2006年6月3日,11,第11回ユニコーンステークス,G3,ダ左,1600,曇,良,15:40,3回東京5日目,3歳オープン(混)(指)(別定),
200605030611,2006年6月4日,11,第56回安田記念,G1,芝左,1600,晴,良,15:40,3回東京6日目,3歳以上オープン(国際)(指)(定量),
200605030709,2006年6月10日,9,第8回東京ハイジャンプ,J.G2,障芝,3300,曇,良,14:30,3回東京7日目,障害3歳以上オープン(混)(別定),
200605030811,2006年6月11日,11,第23回エプソムカップ,G3,芝左,1800,雨,重,15:35,3回東京8日目,3歳以上オープン(国際)[指](別定),
200605040211,2006年10月8日,11,第57回毎日王冠,G2,芝左,1800,晴,良,15:40,4回東京2日目,3歳以上オープン(国際)(指)(別定),
200605040309,2006年10月14日,9,第8回東京オータムジャンプ,J.G3,障芝,3300,晴,良,14:30,4回東京3日目,障害3歳以上オープン(混)(ハンデ),
200605040411,2006年10月15日,11,第54回府中牝馬ステークス,G3,芝左,1800,晴,良,15:30,4回東京4日目,3歳以上オープン(国際),
200605040511,2006年10月21日,11,第9回富士ステークス,G3,芝左,1600,曇,良,15:40,4回東京5日目,3歳以上オープン(国際)(指)(別定),
200605040711,2006年10月28日,11,第11回東京中日S杯武蔵野S,G3,ダ左,1600,晴,良,15:40,4回東京7日目,3歳以上オープン(国際)(指)(別定),
200605040811,2006年10月29日,11,第134回天皇賞,秋)(G1,芝左,2000,晴,良,15:40,4回東京8日目,3歳以上オープン(国際),
200605050211,2006年11月5日,11,第44回アルゼンチン共和国杯,G2,芝左,2500,晴,良,15:35,5回東京2日目,3歳以上オープン(国際)(特指)(ハンデ),
200605050311,2006年11月11日,11,第42回京王杯2歳ステークス,G2,芝左,1400,雨,稍重,15:30,5回東京3日目,2歳オープン(混)(指)(馬齢),
200605050511,2006年11月18日,11,第11回東京スポーツ杯2歳S,G3,芝左,1800,曇,良,15:25,5回東京5日目,2歳オープン(混)(指)(馬齢),
200605050711,2006年11月25日,11,第7回ジャパンカップダート,G1,ダ左,2100,晴,良,15:20,5回東京7日目,3歳以上オープン(国際)(指)(定量),
200605050810,2006年11月26日,10,第26回ジャパンカップ,G1,芝左,2400,小雨,良,15:20,5回東京8日目,3歳以上オープン(国際)(指)(定量),
200606010111,2006年1月5日,11,第55回日刊スポ賞中山金杯,G3,芝右,2000,晴,良,15:25,1回中山1日目,4歳以上オープン(国際)[指](ハンデ),
200606010311,2006年1月8日,11,第10回ガーネットステークス,G3,ダ右,1200,晴,良,15:25,1回中山3日目,4歳以上オープン(国際)(指)(ハンデ),
200606010611,2006年1月15日,11,第46回京成杯,G3,芝右,2000,晴,稍重,15:35,1回中山6日目,3歳オープン(混)(特指)(別定),
200606010811,2006年1月22日,11,第47回アメリカジョッキーC,G2,芝右 外,2200,曇,稍重,15:35,1回中山8日目,4歳以上オープン(国際)[指](別定),
200606020211,2006年2月26日,11,第80回中山記念,G2,芝右,1800,雨,重,15:35,2回中山2日目,4歳以上オープン(国際)[指](別定),
200606020311,2006年3月4日,11,第1回夕刊フジオーシャンS,G3,芝右 外,1200,晴,稍重,15:40,2回中山3日目,4歳以上オープン(国際)(指)(別定),
200606020411,2006年3月5日,11,第43回報知杯弥生賞,G2,芝右,2000,晴,良,15:35,2回中山4日目,3歳オープン(混)(指)(馬齢),
200606020611,2006年3月12日,11,第24回中山牝馬ステークス,G3,芝右,1800,曇,良,15:35,2回中山6日目,4歳以上オープン(国際),
200606020711,2006年3月18日,11,第20回フラワーカップ,G3,芝右,1800,曇,良,15:40,2回中山7日目,3歳オープン(混),
200606020811,2006年3月19日,11,第55回フジTVスプリングS,G2,芝右,1800,曇,良,15:35,2回中山8日目,3歳オープン(混),
200606030111,2006年3月25日,11,第54回日経賞,G2,芝右,2500,晴,良,15:40,3回中山1日目,4歳以上オープン(国際)(指)(別定),
200606030211,2006年3月26日,11,第13回マーチステークス,G3,ダ右,1800,晴,良,15:25,3回中山2日目,4歳以上オープン(国際)(指)(ハンデ),
200606030411,2006年4月2日,11,第38回ダービー卿チャレンジ,G3,芝右 外,1600,曇,良,15:35,3回中山4日目,4歳以上オープン(国際)[指](ハンデ),
200606030511,2006年4月8日,11,第24回ニュージーランドT,G2,芝右 外,1600,曇,良,15:40,3回中山5日目,3歳オープン(混),
200606030711,2006年4月15日,11,第8回中山グランドジャンプ,J.G1,障芝 外,4250,晴,良,15:35,3回中山7日目,障害4歳以上オープン(国際)(定量),
200606030811,2006年4月16日,11,第66回皐月賞,G1,芝右,2000,曇,良,15:40,3回中山8日目,3歳オープン牡・牝(指)(定量),
200606040211,2006年9月10日,11,第51回京成杯オータムハンデ,G3,芝右 外,1600,晴,良,15:35,4回中山2日目,3歳以上オープン(国際)(特指)(ハンデ),
200606040411,2006年9月17日,11,第60回セントライト記念,G2,芝右 外,2200,曇,良,15:35,4回中山4日目,3歳オープン(混)(指)(馬齢),
200606040611,2006年9月24日,11,第52回産経賞オールカマー,G2,芝右 外,2200,晴,良,15:35,4回中山6日目,3歳以上オープン(国際)(指)(別定),
200606040811,2006年10月1日,11,第40回スプリンターズS,G1,芝右 外,1200,小雨,良,15:40,4回中山8日目,3歳以上オープン(国際)(指)(定量),
200606050111,2006年12月2日,11,第40回ステイヤーズS,G2,芝右 内2周,3600,晴,良,15:25,5回中山1日目,3歳以上オープン(国際)(特指)(別定),
200606050411,2006年12月10日,11,第58回朝日フューチュリティ,G1,芝右 外,1600,晴,良,15:25,5回中山4日目,2歳オープン(混),
200606050611,2006年12月17日,11,第23回フェアリーステークス,G3,芝右 外,1200,晴,良,15:25,5回中山6日目,2歳オープン(混),
200606050710,2006年12月23日,10,第129回中山大障害,J.G1,障芝,4100,晴,良,14:45,5回中山7日目,障害3歳以上オープン(混)(定量),
200606050809,2006年12月24日,9,第51回有馬記念,G1,芝右,2500,晴,良,15:25,5回中山8日目,3歳以上オープン(混)(指)(定量),
200607010211,2006年3月5日,11,第54回トヨタ賞中京記念,G3,芝左,2000,晴,良,15:30,1回中京2日目,4歳以上オープン(国際)(ハンデ),
200607010311,2006年3月11日,11,第20回中スポ賞ファルコンS,G3,芝左,1200,晴,良,15:30,1回中京3日目,3歳オープン(混)(指)(別定),
200607010811,2006年3月26日,11,第36回高松宮記念,G1,芝左,1200,晴,良,15:40,1回中京8日目,4歳以上オープン(国際)(指)(定量),
200607020211,2006年5月21日,11,第23回東海ステークス,G2,ダ左,2300,晴,良,15:30,2回中京2日目,3歳以上オープン(国際)(指)(別定),
200607020311,2006年5月27日,11,第42回金鯱賞,G2,芝左,2000,曇,良,15:45,2回中京3日目,3歳以上オープン(国際)[指](別定),
200607020811,2006年6月11日,11,第42回CBC賞,G3,芝左,1200,曇,稍重,15:45,2回中京8日目,3歳以上オープン(国際)[指](ハンデ),
200607030111,2006年9月9日,11,第57回朝日チャレンジカップ,G3,芝左,2000,曇,良,15:45,3回中京1日目,3歳以上オープン(国際)(特指)(別定),
200607030211,2006年9月10日,11,第20回セントウルステークス,G2,芝左,1200,雨,稍重,15:45,3回中京2日目,3歳以上オープン(国際)(指)(別定),
200607030311,2006年9月17日,11,第24回関西TVローズS,G2,芝左,2000,曇,良,15:45,3回中京3日目,3歳オープン(混),
200607030409,2006年9月18日,9,第8回阪神ジャンプS,J.G3,障芝 左,3330,晴,良,14:35,3回中京4日目,障害3歳以上オープン(混)(別定),
200607030611,2006年9月24日,11,第54回神戸新聞杯,G2,芝左,2000,晴,良,15:45,3回中京6日目,3歳オープン(混),
200607030711,2006年9月30日,11,第10回シリウスステークス,G3,ダ左,1700,晴,良,15:45,3回中京7日目,3歳以上オープン(国際)(指)(ハンデ),
200607040211,2006年12月3日,11,第42回中日新聞杯,G3,芝左,2000,曇,良,15:30,4回中京2日目,3歳以上オープン(父)(特指)(ハンデ),
200607040511,2006年12月16日,11,第44回愛知杯,G3,芝左,2000,曇,良,15:35,4回中京5日目,3歳以上オープン(国際),
200608010111,2006年1月5日,11,第44回スポニチ賞京都金杯,G3,芝右 外,1600,晴,良,15:35,1回京都1日目,4歳以上オープン(国際)[指](ハンデ),
200608010411,2006年1月9日,11,第40回日刊スポシンザン記念,G3,芝右 外,1600,晴,良,15:45,1回京都4日目,3歳オープン(混)(特指)(別定),
200608010611,2006年1月15日,11,第53回日経新春杯,G2,芝右 外,2400,晴,稍重,15:45,1回京都6日目,4歳以上オープン(国際)[指](ハンデ),
200608010811,2006年1月22日,11,第13回平安ステークス,G3,ダ右,1800,曇,良,15:45,1回京都8日目,4歳以上オープン(国際)(指)(別定),
200608020211,2006年1月29日,11,第41回京都牝馬ステークス,G3,芝右 外,1600,晴,良,15:45,2回京都2日目,4歳以上オープン(国際),
200608020411,2006年2月5日,11,第11回シルクロードS,G3,芝右,1200,晴,良,15:45,2回京都4日目,4歳以上オープン(国際)[指](ハンデ),
200608020611,2006年2月12日,11,第46回きさらぎ賞,G3,芝右 外,1800,曇,良,15:45,2回京都6日目,3歳オープン(混)(特指)(別定),
200608020711,2006年2月18日,11,第99回京都記念,G2,芝右 外,2200,晴,良,15:45,2回京都7日目,4歳以上オープン(国際)[指](別定),
200608030211,2006年4月23日,11,第11回アンタレスステークス,G3,ダ右,1800,晴,良,15:45,3回京都2日目,4歳以上オープン(国際)(指)(別定),
200608030411,2006年4月30日,11,第133回天皇賞,春)(G1,芝右 外,3200,晴,良,15:40,3回京都4日目,4歳以上オープン(国際),
200608030511,2006年5月6日,11,第54回京都新聞杯,G2,芝右 外,2200,晴,良,15:45,3回京都5日目,3歳オープン(混)(指)(馬齢),
200608030709,2006年5月13日,9,第8回京都ジャンプS,J.G3,障芝 内-外,3170,小雨,不良,14:35,3回京都7日目,障害4歳以上オープン(混)(ハンデ),
200608040211,2006年6月18日,11,第11回マーメイドステークス,G3,芝右,2000,晴,良,15:45,4回京都2日目,3歳以上オープン(国際),
200608040411,2006年6月25日,11,第47回宝塚記念,G1,芝右 外,2200,雨,稍重,15:40,4回京都4日目,3歳以上オープン(国際)(指)(定量),
200608040811,2006年7月9日,11,第11回プロキオンステークス,G3,ダ右,1400,晴,良,15:45,4回京都8日目,3歳以上オープン(国際)(指)(別定),
200608050211,2006年10月8日,11,第41回京都大賞典,G2,芝右 外,2400,晴,良,15:50,5回京都2日目,3歳以上オープン(国際)(指)(別定),
200608050311,2006年10月14日,11,第41回デイリー杯2歳S,G2,芝右 外,1600,晴,良,15:45,5回京都3日目,2歳オープン(混)(指)(馬齢),
200608050411,2006年10月15日,11,第11回秋華賞,G1,芝右,2000,晴,良,15:40,5回京都4日目,3歳オープン(混),
200608050611,2006年10月22日,11,第67回菊花賞,G1,芝右 外,3000,晴,良,15:40,5回京都6日目,3歳オープン牡・牝(指)(馬齢),
200608050711,2006年10月28日,11,第49回毎日放送賞スワンS,G2,芝右 外,1400,曇,良,15:45,5回京都7日目,3歳以上オープン(国際)(指)(別定),
200608060211,2006年11月5日,11,第11回KBSファンタジーS,G3,芝右 外,1400,晴,良,15:45,6回京都2日目,2歳オープン(混),
200608060309,2006年11月11日,9,第8回京都ハイジャンプ,J.G2,障芝,3930,雨,稍重,14:30,6回京都3日目,障害3歳以上オープン(混)(別定),
200608060411,2006年11月12日,11,第31回エリザベス女王杯,G1,芝右 外,2200,晴,良,15:40,6回京都4日目,3歳以上オープン(国際),
200608060611,2006年11月19日,11,第23回マイルチャンピオンS,G1,芝右 外,1600,小雨,良,15:40,6回京都6日目,3歳以上オープン(国際)(指)(定量),
200608060711,2006年11月25日,11,第51回京阪杯,G3,芝右,1200,曇,良,15:40,6回京都7日目,3歳以上オープン(国際)(特指)(別定),
200609010111,2006年2月25日,11,第15回アーリントンカップ,G3,芝右,1600,晴,良,15:45,1回阪神1日目,3歳オープン(混)(特指)(別定),
200609010211,2006年2月26日,11,第50回阪急杯,G3,芝右,1400,曇,不良,15:45,1回阪神2日目,4歳以上オープン(国際)(指)(別定),
200609010311,2006年3月4日,11,第13回チューリップ賞,G3,芝右,1600,晴,良,15:45,1回阪神3日目,3歳オープン(混),
200609010509,2006年3月11日,9,第8回阪神スプリングJ,J.G2,障芝,3900,晴,良,14:35,1回阪神5日目,障害4歳以上オープン(混)(別定),
200609010611,2006年3月12日,11,第40回フィリーズレビュー,G2,芝右,1400,曇,稍重,15:45,1回阪神6日目,3歳オープン(混),
200609010811,2006年3月19日,11,第54回阪神大賞典,G2,芝右,3000,曇,稍重,15:45,1回阪神8日目,4歳以上オープン(国際)(指)(別定),
200609020111,2006年3月25日,11,第53回毎日杯,G3,芝右,2000,晴,良,15:45,2回阪神1日目,3歳オープン(混)(特指)(別定),
200609020411,2006年4月2日,11,第50回産経大阪杯,G2,芝右,2000,雨,重,15:45,2回阪神4日目,4歳以上オープン(国際)(指)(別定),
200609020511,2006年4月8日,11,第49回サンスポ杯阪神牝馬S,G2,芝右,1400,晴,良,15:45,2回阪神5日目,4歳以上オープン(国際),
200609020611,2006年4月9日,11,第66回桜花賞,G1,芝右,1600,晴,良,15:40,2回阪神6日目,3歳オープン牝(指)(定量),
200609020711,2006年4月15日,11,第37回読売マイラーズカップ,G2,芝右,1600,雨,稍重,15:45,2回阪神7日目,4歳以上オープン(国際)(指)(別定),
200609030211,2006年12月3日,11,第58回阪神ジュベナイルF,G1,芝右 外,1600,晴,良,15:40,3回阪神2日目,2歳オープン(混),
200609030311,2006年12月9日,11,第59回鳴尾記念,G3,芝右 外,1800,小雨,良,15:45,3回阪神3日目,3歳以上オープン(国際)(特指)(別定),
200609030611,2006年12月17日,11,第1回阪神カップ,G2,芝右,1400,小雨,良,15:45,3回阪神6日目,3歳以上オープン(国際)(特指)(定量),
200609030711,2006年12月23日,11,第23回ラジオNIKKEI杯,G3,芝右,2000,晴,良,15:45,3回阪神7日目,2歳オープン(混)(特指)(馬齢),
200610010511,2006年2月4日,11,第40回小倉大賞典,G3,芝右,1800,晴,良,15:30,1回小倉5日目,4歳以上オープン(混)(ハンデ),
200610020309,2006年7月22日,9,第8回小倉サマージャンプ,J.G3,障芝,3390,晴,良,15:00,2回小倉3日目,障害3歳以上オープン(混)(ハンデ),
200610020610,2006年7月30日,10,第42回小倉記念,G3,芝右,2000,晴,良,15:35,2回小倉6日目,3歳以上オープン(混)(特指)(ハンデ),
200610030210,2006年8月13日,10,第41回TV西日本北九州記念,G3,芝右,1200,晴,良,15:35,3回小倉2日目,3歳以上オープン(混)(特指)(ハンデ),
200610030810,2006年9月3日,10,第26回小倉2歳ステークス,G3,芝右,1200,晴,良,15:35,3回小倉8日目,2歳オープン(混)(特指)(馬齢),
200701010209,2007年8月12日,9,第55回クイーンステークス,G3,芝右,1800,晴,良,15:25,1回札幌2日目,3歳以上オープン(混),
200701010609,2007年8月26日,9,第2回キーンランドカップ,G3,芝右,1200,晴,良,15:25,1回札幌6日目,3歳以上オープン(混)(指)(別定),
200701010809,2007年9月2日,9,第43回札幌記念,G2,芝右,2000,晴,良,15:25,1回札幌8日目,3歳以上オープン(混)(特指)(定量),
200701020411,2007年9月17日,11,第12回エルムステークス,G3,ダ右,1700,曇,稍重,15:40,2回札幌4日目,3歳以上オープン(混)(指)(別定),
200701020711,2007年9月29日,11,第42回札幌2歳ステークス,G3,芝右,1800,晴,良,15:30,2回札幌7日目,2歳オープン(混)(特指)(馬齢),
200702010611,2007年7月1日,11,第14回函館スプリントS,G3,芝右,1200,晴,良,15:25,1回函館6日目,3歳以上オープン(混)(特指)(別定),
200702020409,2007年7月22日,9,第43回函館記念,G3,芝右,2000,晴,良,15:25,2回函館4日目,3歳以上オープン(混)(特指)(ハンデ),
200702020809,2007年8月5日,9,第39回函館2歳ステークス,G3,芝右,1200,曇,重,15:25,2回函館8日目,2歳オープン(混)(特指)(馬齢),
200703010711,2007年4月21日,11,第4回福島牝馬ステークス,G3,芝右,1800,曇,良,15:30,1回福島7日目,4歳以上オープン(国際),
200703020611,2007年7月1日,11,第56回ラジオNIKKEI賞,G3,芝右,1800,晴,良,15:35,2回福島6日目,3歳オープン(混)(特指)(ハンデ),
200703020811,2007年7月8日,11,第43回七夕賞,G3,芝右,2000,晴,良,15:35,2回福島8日目,3歳以上オープン(国際)(特指)(ハンデ),
200703030711,2007年11月10日,11,第43回福島記念,G3,芝右,2000,曇,良,15:20,3回福島7日目,3歳以上オープン(国際)(特指)(ハンデ),
200704010311,2007年5月5日,11,第29回新潟大賞典,G3,芝左 外,2000,晴,良,15:30,1回新潟3日目,4歳以上オープン(国際)(ハンデ),
200704020211,2007年7月15日,11,第7回アイビスサマーD,G3,芝直線,1000,晴,重,15:45,2回新潟2日目,3歳以上オープン(国際)(特指)(別定),
200704020811,2007年8月5日,11,第42回関屋記念,G3,芝左 外,1600,晴,良,15:45,2回新潟8日目,3歳以上オープン(国際)(特指)(別定),
200704030611,2007年8月26日,11,第43回新潟記念,G3,芝左 外,2000,晴,良,15:45,3回新潟6日目,3歳以上オープン(国際)(特指)(ハンデ),
200704030709,2007年9月1日,9,第9回新潟ジャンプS,J.G3,障芝 外-内,3250,晴,良,14:35,3回新潟7日目,障害3歳以上オープン(混)(ハンデ),
200704030811,2007年9月2日,11,第27回新潟2歳ステークス,G3,芝左 外,1600,曇,良,15:45,3回新潟8日目,2歳オープン(混)(特指)(馬齢),
200705010111,2007年1月27日,11,第57回東京新聞杯,G3,芝左,1600,晴,良,15:40,1回東京1日目,4歳以上オープン(国際)[指](別定),
200705010211,2007年1月28日,11,第21回根岸ステークス,G3,ダ左,1400,晴,良,15:35,1回東京2日目,4歳以上オープン(国際)(指)(別定),
200705010411,2007年2月4日,11,第41回共同通信杯,G3,芝左,1800,晴,良,15:35,1回東京4日目,3歳オープン(混)(特指)(別定),
200705010611,2007年2月11日,11,第57回ダイヤモンドS,G3,芝左,3400,晴,良,15:35,1回東京6日目,4歳以上オープン(国際)[指](ハンデ),
200705010711,2007年2月17日,11,第42回デイリー杯クイーンC,G3,芝左,1600,曇,良,15:40,1回東京7日目,3歳オープン(混),
200705010811,2007年2月18日,11,第24回フェブラリーS,G1,ダ左,1600,晴,不良,15:40,1回東京8日目,4歳以上オープン(国際)(指)(定量),
200705020211,2007年4月22日,11,第42回サンスポ賞フローラS,G2,芝左,2000,曇,良,15:35,2回東京2日目,3歳オープン(混),
200705020311,2007年4月28日,11,第14回テレビ東京杯青葉賞,G2,芝左,2400,雨,良,15:40,2回東京3日目,3歳オープン(混)(指)(馬齢),
200705020611,2007年5月6日,11,第12回NHKマイルカップ,G1,芝左,1600,雨,稍重,15:40,2回東京6日目,3歳オープン(混),
200705020711,2007年5月12日,11,第52回京王杯スプリングC,G2,芝左,1400,晴,良,15:40,2回東京7日目,4歳以上オープン(国際)(指)(別定),
200705020811,2007年5月13日,11,第2回ヴィクトリアマイル,G1,芝左,1600,晴,良,15:40,2回東京8日目,4歳以上オープン(国際),
200705030211,2007年5月20日,11,第68回優駿牝馬,G1,芝左,2400,晴,良,15:40,3回東京2日目,3歳オープン牝(指)(定量),
200705030410,2007年5月27日,10,第74回東京優駿,G1,芝左,2400,晴,良,15:40,3回東京4日目,3歳オープン牡・牝(指)(定量),
200705030412,2007年5月27日,12,第121回目黒記念,G2,芝左,2500,晴,良,17:05,3回東京4日目,3歳以上オープン(国際)[指](ハンデ),
200705030511,2007年6月2日,11,第12回ユニコーンステークス,G3,ダ左,1600,晴,良,15:40,3回東京5日目,3歳オープン(混)(指)(別定),
200705030611,2007年6月3日,11,第57回安田記念,G1,芝左,1600,晴,良,15:40,3回東京6日目,3歳以上オープン(国際)(指)(定量),
200705030709,2007年6月9日,9,第9回東京ハイジャンプ,J.G2,障芝,3300,曇,良,14:30,3回東京7日目,障害3歳以上オープン(混)(別定),
200705030811,2007年6月10日,11,第24回エプソムカップ,G3,芝左,1800,曇,稍重,15:35,3回東京8日目,3歳以上オープン(国際)[指](別定),
200705040211,2007年10月7日,11,第58回毎日王冠,G2,芝左,1800,晴,良,15:35,4回東京2日目,3歳以上オープン(国際)(指)(別定),
200705040409,2007年10月13日,9,第9回東京オータムジャンプ,J.G3,障芝,3300,晴,良,14:30,4回東京4日目,障害3歳以上オープン(混)(ハンデ),
200705040511,2007年10月14日,11,第55回府中牝馬ステークス,G3,芝左,1800,曇,良,15:30,4回東京5日目,3歳以上オープン(国際),
200705040611,2007年10月20日,11,第10回富士ステークス,G3,芝左,1600,晴,良,15:40,4回東京6日目,3歳以上オープン(国際)(指)(別定),
200705040811,2007年10月27日,11,第12回東京中日S杯武蔵野S,G3,ダ左,1600,雨,不良,15:40,4回東京8日目,3歳以上オープン(国際)(指)(別定),
200705040911,2007年10月28日,11,第136回天皇賞,秋)(G1,芝左,2000,晴,稍重,15:40,4回東京9日目,3歳以上オープン(国際),
200705050211,2007年11月4日,11,第45回アルゼンチン共和国杯,G2,芝左,2500,晴,良,15:35,5回東京2日目,3歳以上オープン(国際)(特指)(ハンデ),
200705050311,2007年11月10日,11,第43回京王杯2歳ステークス,G2,芝左,1400,小雨,稍重,15:30,5回東京3日目,2歳オープン(混)(指)(馬齢),
200705050511,2007年11月17日,11,第12回東京スポーツ杯2歳S,G3,芝左,1800,曇,良,15:30,5回東京5日目,2歳オープン(混)(指)(馬齢),
200705050711,2007年11月24日,11,第8回ジャパンカップダート,G1,ダ左,2100,晴,良,15:20,5回東京7日目,3歳以上オープン(国際)(指)(定量),
200705050810,2007年11月25日,10,第27回ジャパンカップ,G1,芝左,2400,晴,良,15:20,5回東京8日目,3歳以上オープン(国際)(指)(定量),
200706010111,2007年1月6日,11,第56回日刊スポ賞中山金杯,G3,芝右,2000,雨,重,15:25,1回中山1日目,4歳以上オープン(国際)[指](ハンデ),
200706010211,2007年1月7日,11,第11回ガーネットステークス,G3,ダ右,1200,晴,不良,15:25,1回中山2日目,4歳以上オープン(国際)(指)(ハンデ),
200706010511,2007年1月14日,11,第47回京成杯,G3,芝右,2000,晴,良,15:35,1回中山5日目,3歳オープン(混)(特指)(別定),
200706010711,2007年1月21日,11,第48回アメリカジョッキーC,G2,芝右 外,2200,曇,良,15:35,1回中山7日目,4歳以上オープン(国際)[指](別定),
200706020211,2007年2月25日,11,第81回中山記念,G2,芝右,1800,晴,良,15:35,2回中山2日目,4歳以上オープン(国際)[指](別定),
